r_fighter,b_fighter,r_win,b_win,wei_class,method,round,time,t_format,ref,details,r_kd,b_kd,r_sigstr,b_sigstr,r_totstr,b_totstr,r_td,b_td,r_sub,b_sub,r_rev,b_rev,r_ctrl,b_ctrl,r_hstr,b_hstr,r_bstr,b_bstr,r_lstr,b_lstr,r_dis,b_dis,r_cli,b_cli,r_gro,b_gro
Donald Cerrone,KJ Noons,1,0,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,,0,0,0.51,0.34,0.61,0.41,0.57,0.0,0,0,0,0,348,0,0.44,0.24,0.65,0.46,0.86,0.52,0.46,0.34,0.83,1.0,0.65,0
Glover Teixeira,James Te Huna,1,0,Light Heavyweight Bout,Submission,1,2:38,3 Rnd (5-5-5),Herb Dean,Guillotine Choke After Drop to Guard,0,0,0.55,0.38,0.68,0.46,0.5,0.0,1,0,0,0,88,6,0.52,0.24,1.0,1.0,0,1.0,0.44,0.35,1.0,1.0,0.8,0
Junior Dos Santos,Mark Hunt,1,0,Heavyweight Bout,KO/TKO,3,4:18,3 Rnd (5-5-5),Steve Mazzagatti,"Kick to Head At Distance
      Wheel Kick",2,0,0.56,0.29,0.58,0.32,1.0,0.0,0,0,0,0,87,0,0.51,0.24,0.78,0.75,0.86,0.5,0.56,0.29,0.43,0,0.86,0
Godofredo Pepey,Felipe Arantes,0,1,Featherweight Bout,KO/TKO,1,3:32,3 Rnd (5-5-5),Dan Miragliotta,Elbows to Head From Guard,0,0,0.31,0.77,0.73,0.78,0.5,0.0,0,0,1,2,61,131,0.31,0.76,0,1.0,0,0,0.33,1.0,0,0,0.3,0.76
Antonio Braga Neto,Anthony Smith,1,0,Middleweight Bout,Submission,1,1:52,3 Rnd (5-5-5),Marc Goddard,Kneebar On Ground,0,0,0.4,0.26,0.4,0.26,0.33,0.0,1,0,0,1,27,4,0.38,0.14,0.0,0.5,1.0,1.0,0.31,0.18,1.0,1.0,0,0
Rony Jason,Mike Wilkinson,1,0,Featherweight Bout,Submission,1,1:24,3 Rnd (5-5-5),Marc Goddard,"Triangle Choke From Bottom Guard
      Technical Submission",0,0,0.88,1.0,0.92,0.92,0.0,1.0,1,0,0,0,0,44,0.88,1.0,0,1.0,0,0,0.67,1.0,0,0,1.0,1.0
Rodrigo Damm,Mizuto Hirota,1,0,Featherweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,,0,0,0.47,0.51,0.47,0.53,0.28,0.0,0,0,0,0,104,0,0.4,0.39,0.71,0.91,0.76,0.91,0.47,0.51,1.0,1.0,0,0
Erick Silva,Jason High,1,0,Welterweight Bout,Submission,1,1:11,3 Rnd (5-5-5),Mario Yamasaki,Armbar On Ground,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,18,13,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0
Ildemar Alcantara,Leandro Silva,1,0,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,,0,0,0.31,0.57,0.42,0.63,1.0,0.0,0,0,0,0,183,78,0.19,0.41,1.0,0.46,1.0,0.89,0.3,0.57,0.67,1.0,0.33,0
Raphael Assuncao,Vaughan Lee,1,0,Bantamweight Bout,Submission,2,1:51,3 Rnd (5-5-5),Mario Yamasaki,Armbar From Mount,0,0,0.31,0.52,0.42,0.68,0.6,0.0,1,0,0,0,174,2,0.25,0.2,0.71,0.8,0.29,1.0,0.17,0.45,0.0,0.8,0.73,0
Antonio Rodrigo Nogueira,Fabricio Werdum,0,1,Heavyweight Bout,Submission,2,2:41,5 Rnd (5-5-5-5-5),Mario Yamasaki,Armbar On Ground,0,0,0.35,0.86,0.62,0.9,0.0,0.5,0,1,0,0,123,170,0.32,0.78,0.5,1.0,1.0,1.0,0.2,0.8,0.8,1.0,0,1.0
Caio Magalhaes,Karlos Vemola,1,0,Middleweight Bout,Submission,2,2:49,3 Rnd (5-5-5),Dan Miragliotta,Rear Naked Choke,0,0,0.57,0.58,0.69,0.63,0.5,0.33,5,0,0,0,149,294,0.52,0.56,0.83,1.0,0.5,0,0.25,0.0,0.67,1.0,0.58,0.6
Daniel Sarafian,Eddie Mendez,1,0,Middleweight Bout,Submission,1,2:20,3 Rnd (5-5-5),Dan Miragliotta,Arm Triangle From Mount,0,0,0.89,0.33,0.95,0.38,1.0,0.0,1,0,0,0,66,22,0.83,0.3,1.0,0.0,0,1.0,0.89,0.33,0,0,0,0
Thiago Silva,Rafael Cavalcante,1,0,Light Heavyweight Bout,KO/TKO,1,4:29,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance,1,0,0.49,0.39,0.49,0.39,0.0,0.0,0,0,0,0,3,0,0.4,0.37,0.5,0.5,1.0,1.0,0.48,0.38,0,1.0,1.0,0
John Lineker,Azamat Gashimov,1,0,Flyweight Bout,KO/TKO,2,1:07,3 Rnd (5-5-5),Mario Yamasaki,Punch to Body At Distance,3,0,0.45,0.18,0.5,0.21,0.0,0.0,0,0,0,0,106,1,0.35,0.15,0.82,0.25,0.33,1.0,0.41,0.14,0.8,0.0,0.46,1.0
Iuri Alcantara,Iliarde Santos,1,0,Bantamweight Bout,KO/TKO,1,2:31,3 Rnd (5-5-5),Kevin Mulhall,Punch to Head At Distance,0,0,0.51,0.3,0.56,0.36,0.0,0.0,0,0,0,0,5,25,0.47,0.0,1.0,0.0,0,1.0,0.39,0.22,1.0,1.0,0.86,0
Fabio Maldonado,Roger Hollett,1,0,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,,0,0,0.66,0.66,0.74,0.68,0.5,0.28,0,0,0,0,198,267,0.53,0.52,0.82,0.83,0,1.0,0.42,0.48,0.82,0.89,0.89,1.0
Hacran Dias,Nik Lentz,0,1,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,,0,1,0.47,0.44,0.54,0.54,0.33,0.23,1,0,0,0,220,448,0.44,0.4,0.5,0.67,1.0,0.8,0.38,0.28,0.69,0.6,1.0,0.79
William Macario,Leonardo Santos,0,1,Ultimate Fighter Brazil 2 Welterweight Tournament Title Bout,Submission,2,4:43,3 Rnd (5-5-5),Marc Goddard,Arm Triangle From Mount,0,0,0.61,0.48,0.67,0.54,0.5,0.14,0,1,0,0,243,82,0.5,0.41,1.0,0.8,1.0,1.0,0.5,0.44,0.91,1.0,0.61,0.6
Paulo Thiago,Michel Prazeres,1,0,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,,0,0,0.5,0.48,0.66,0.5,0.5,0.25,0,0,0,0,162,282,0.34,0.37,0.84,0.4,1.0,0.92,0.34,0.45,0.9,0.67,0.62,1.0
Gleison Tibau,John Cholish,1,0,Lightweight Bout,Submission,2,2:34,3 Rnd (5-5-5),Leon Roberts,Guillotine Choke On Ground,0,0,0.31,0.35,0.33,0.35,0.5,0.0,1,0,0,0,87,7,0.25,0.13,0.71,0.5,1.0,0.8,0.24,0.39,0.86,0.0,1.0,0
Rafael Natal,Joao Zeferino,1,0,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,,0,0,0.43,0.35,0.69,0.44,0.5,0.0,0,2,0,0,292,21,0.37,0.36,0.71,0.33,0.5,0.25,0.21,0.35,1.0,0,0.7,0
Francisco Trinaldo,Mike Rio,1,0,Lightweight Bout,Submission,1,3:08,3 Rnd (5-5-5),Kevin Mulhall,Arm Triangle From Half Guard,0,0,0.62,0.45,0.67,0.57,1.0,0.33,1,0,0,0,57,60,0.75,0.2,0.5,0.8,0,0.0,0.75,0.17,0.5,0.8,0,0
Rafael Dos Anjos,Evan Dunham,1,0,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,,0,0,0.36,0.25,0.42,0.31,0.0,0.42,0,0,0,0,42,160,0.26,0.24,0.58,0.38,0.8,0.75,0.34,0.22,0.62,0.58,0,0.5
Jacare Souza,Chris Camozzi,1,0,Middleweight Bout,Submission,1,3:37,3 Rnd (5-5-5),Mario Yamasaki,Arm Triangle From Side Control,0,0,0.5,0.29,0.57,0.48,0.33,0.0,1,0,1,0,158,9,0.57,0.23,0.0,0,0,1.0,0.33,0.3,0.0,0.25,0.67,0
Clifford Starks,Yoel Romero,0,1,Middleweight Bout,KO/TKO,1,1:32,3 Rnd (5-5-5),Mike Beltran,Flying Knee Head,0,1,0.17,1.0,0.17,1.0,0.0,0.0,0,0,0,0,0,3,0.07,1.0,0.33,1.0,1.0,1.0,0.17,1.0,0,0,0,1.0
Vitor Belfort,Luke Rockhold,1,0,Middleweight Bout,KO/TKO,1,2:32,5 Rnd (5-5-5-5-5),Leon Roberts,"Kick to Head At Distance
      Wheel Kick",1,0,0.45,0.4,0.48,0.4,0.0,0.0,0,0,0,0,13,0,0.44,0.25,0.0,0.0,1.0,0.8,0.29,0.4,0,0,0.83,0
TJ Dillashaw,Hugo Viana,1,0,Bantamweight Bout,KO/TKO,1,4:22,3 Rnd (5-5-5),John McCarthy,Punches to Head At Distance,1,0,0.48,0.32,0.49,0.36,0.33,0.0,0,0,0,0,62,0,0.41,0.27,1.0,0.5,1.0,1.0,0.44,0.29,0.5,0.5,1.0,0
Tim Means,Jorge Masvidal,0,1,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran,,0,0,0.32,0.38,0.42,0.45,0.0,0.75,0,0,1,0,18,442,0.29,0.33,0.47,0.71,0.75,1.0,0.28,0.33,0.4,0.4,0.4,0.42
Anthony Njokuani,Roger Bowling,1,0,Lightweight Bout,KO/TKO,2,2:52,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,1,0,0.57,0.36,0.58,0.39,0.0,1.0,0,0,0,0,2,54,0.45,0.27,0.78,0.55,1.0,0.6,0.54,0.32,1.0,0.5,0.0,1.0
Ramsey Nijem,Myles Jury,0,1,Lightweight Bout,KO/TKO,2,1:02,3 Rnd (5-5-5),John McCarthy,Punch to Head At Distance,0,1,0.21,0.21,0.31,0.38,1.0,1.0,0,0,1,1,139,137,0.14,0.18,0.4,0.33,1.0,0.25,0.19,0.14,0,0,0.5,0.67
Francis Carmont,Lorenz Larkin,1,0,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran,,0,0,0.16,0.39,0.17,0.41,0.18,0.0,0,0,0,1,317,8,0.14,0.24,0.08,0.12,0.6,0.71,0.15,0.34,0.33,0.56,0,1.0
Joseph Benavidez,Darren Uyenoyama,1,0,Flyweight Bout,KO/TKO,2,4:50,3 Rnd (5-5-5),Herb Dean,Punch to Body At Distance,2,0,0.37,0.33,0.39,0.33,1.0,0.0,0,0,0,0,111,26,0.28,0.25,0.8,0.43,0.82,1.0,0.38,0.28,0.67,1.0,0.3,0.5
Chad Mendes,Darren Elkins,1,0,Featherweight Bout,KO/TKO,1,1:08,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,1,0,0.5,0.07,0.5,0.07,0.0,0.0,0,0,0,0,3,0,0.42,0.04,0,1.0,1.0,0,0.45,0.07,0,0,0.67,0
Bryan Caraway,Johnny Bedford,1,0,Bantamweight Bout,Submission,3,4:44,3 Rnd (5-5-5),Keith Peterson,Guillotine Choke On Ground,0,0,0.4,0.38,0.62,0.42,0.42,0.0,1,0,0,1,381,20,0.38,0.28,0.62,0.84,0.0,1.0,0.39,0.36,1.0,1.0,1.0,0
Frank Mir,Daniel Cormier,0,1,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,0,0,0.4,0.61,0.6,0.73,0.0,0.0,0,0,0,0,18,454,0.13,0.47,0.82,0.77,1.0,1.0,0.3,0.31,0.67,0.77,1.0,0
Nate Diaz,Josh Thomson,0,1,Lightweight Bout,KO/TKO,2,3:44,3 Rnd (5-5-5),Mike Beltran,Kick to Head At Distance,0,1,0.28,0.51,0.43,0.56,1.0,1.0,1,0,0,0,54,81,0.26,0.46,0.29,0.78,1.0,0.5,0.23,0.38,0.57,0.76,0.67,0.5
Matt Brown,Jordan Mein,1,0,Welterweight Bout,KO/TKO,2,1:00,3 Rnd (5-5-5),John McCarthy,Elbows to Body On Ground,0,1,0.48,0.41,0.48,0.42,0.0,0.0,1,0,0,0,35,87,0.4,0.37,0.81,0.62,0.0,1.0,0.31,0.4,0.71,0.25,0.85,0.5
Leonard Garcia,Cody McKenzie,0,1,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,,0,0,0.19,0.56,0.33,0.76,0.0,0.38,0,4,0,0,20,551,0.14,0.56,1.0,0.4,0.33,1.0,0.15,0.42,1.0,0.67,1.0,1.0
Gian Villante,Ovince Saint Preux,0,1,Light Heavyweight Bout,Decision - Majority,3,0:33,3 Rnd (5-5-5),Kevin Mulhall,,0,0,0.56,0.56,0.61,0.61,0.0,0.0,0,0,0,0,71,42,0.36,0.51,0.43,0.71,0.69,0.75,0.54,0.55,0.75,1.0,0,0
Sara McMann,Sheila Gaff,1,0,Women's Bantamweight Bout,KO/TKO,1,4:06,3 Rnd (5-5-5),Gasper Oliver,Punches to Head From Side Control,0,0,0.89,0.58,0.99,0.75,1.0,0.0,0,0,0,0,227,1,0.88,0.25,1.0,0.75,0,0,0.5,0.25,0,0.75,1.0,0
Rustam Khabilov,Yancy Medeiros,1,0,Lightweight Bout,TKO - Doctor's Stoppage,1,2:32,3 Rnd (5-5-5),Dan Miragliotta,Thumb Injury,0,0,0.18,0.22,0.22,0.22,0.5,0.0,0,0,0,0,17,0,0.15,0.08,0.0,0.25,1.0,1.0,0.18,0.22,0,0,0,0
Michael Bisping,Alan Belcher,1,0,Middleweight Bout,Decision - Unanimous,3,4:31,3 Rnd (5-5-5),Herb Dean,,0,0,0.41,0.19,0.42,0.19,0.0,0.0,0,0,0,0,8,0,0.34,0.1,0.43,0.37,0.84,0.55,0.42,0.19,0.25,0,0,0
Phil Davis,Vinny Magalhaes,1,0,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,,0,0,0.29,0.19,0.31,0.2,0.0,0.33,0,0,0,0,55,20,0.28,0.11,0.38,0.17,1.0,0.61,0.29,0.19,1.0,0,0.0,0.0
Jim Miller,Pat Healy,0,0,Lightweight Bout,Overturned,3,4:02,3 Rnd (5-5-5),Herb Dean,Failed Drug Test by Healy,0,0,0.47,0.56,0.58,0.73,1.0,0.71,0,2,1,0,182,425,0.4,0.52,0.6,0.77,0.86,0.67,0.3,0.47,0.57,0.73,0.92,0.57
Kenny Robertson,Brock Jardine,1,0,Welterweight Bout,Submission,1,2:57,3 Rnd (5-5-5),John McCarthy,Suloev Stretch From Back Control,0,0,0.69,0.33,0.84,0.33,1.0,0.0,2,1,0,0,155,0,0.67,0.0,0,0,1.0,1.0,0.33,0.33,0,0,0.8,0
Benson Henderson,Gilbert Melendez,1,0,UFC Lightweight Title Bout,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),John McCarthy,,0,0,0.41,0.23,0.48,0.27,0.0,1.0,0,0,0,0,87,51,0.18,0.1,0.91,0.8,0.82,0.69,0.39,0.2,0.62,0.57,0.67,0.33
Jon Jones,Chael Sonnen,1,0,UFC Light Heavyweight Title Bout,KO/TKO,1,4:33,5 Rnd (5-5-5-5-5),Keith Peterson,Punches to Head On Ground,0,0,0.74,0.4,0.81,0.75,0.5,0.0,0,0,0,0,246,0,0.73,0.0,0.8,0.67,0,0.0,0.0,0.0,0.71,0.6,0.79,0
Roy Nelson,Cheick Kongo,1,0,Heavyweight Bout,KO/TKO,1,2:03,3 Rnd (5-5-5),Kevin Mulhall,Punch to Head At Distance,1,0,0.4,0.67,0.5,0.8,0.0,0.0,0,0,0,0,71,0,0.5,0.0,0.0,1.0,0,1.0,0.5,0.5,0.0,1.0,1.0,0
Dennis Bermudez,Matt Grice,1,0,Featherweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,,1,1,0.57,0.51,0.65,0.53,0.0,0.08,2,0,0,0,324,135,0.53,0.41,0.64,0.71,0.88,0.89,0.41,0.43,0.66,0.61,0.82,0.4
Sam Stout,Caros Fodor,1,0,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Jason Herzog,,0,0,0.38,0.51,0.52,0.63,0.33,0.23,0,0,0,0,399,127,0.26,0.4,0.61,0.6,0.83,0.92,0.26,0.47,0.86,0.62,0.67,0
Michael Chiesa,Anton Kuivanen,1,0,Lightweight Bout,Submission,2,2:29,3 Rnd (5-5-5),John McCarthy,Rear Naked Choke,0,0,0.1,0.33,0.17,0.33,0.2,0.0,2,0,0,0,128,51,0.07,0.26,0.5,0.54,0,0,0.07,0.26,0.5,1.0,0,0
Josh Koscheck,Robbie Lawler,0,1,Welterweight Bout,KO/TKO,1,3:57,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground,0,0,0.5,0.6,0.71,0.73,0.33,0.0,0,0,0,0,194,14,0.33,0.54,1.0,1.0,0,0,0.0,0.0,0,1.0,1.0,0.78
Brendan Schaub,Lavar Johnson,1,0,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,,0,0,0.58,0.69,0.71,0.8,0.62,1.0,1,0,1,0,722,55,0.59,0.56,1.0,0.91,0.0,0.89,0.2,0.1,0.71,0.85,0.63,0.82
Cole Miller,Bart Palaszewski,1,0,Featherweight Bout,Submission,1,4:23,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke,0,0,0.12,0.29,0.14,0.29,1.0,0.0,1,0,0,0,44,0,0.03,0.15,0.25,0.5,1.0,0.9,0.12,0.28,0,0,0,1.0
Court McGee,Josh Neer,1,0,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,,0,0,0.5,0.41,0.54,0.44,0.4,0.0,0,0,0,0,288,4,0.43,0.34,0.72,0.79,0.94,1.0,0.47,0.38,0.62,0.73,0.63,0
Urijah Faber,Ivan Menjivar,1,0,Bantamweight Bout,Submission,1,4:34,3 Rnd (5-5-5),Jason Herzog,Rear Naked Choke,0,0,0.71,0.43,0.81,0.83,0.0,1.0,1,0,1,0,242,4,0.7,0.5,1.0,0.0,0,0,0.33,0.33,1.0,0.67,0.75,0.0
Ronda Rousey,Liz Carmouche,1,0,UFC Women's Bantamweight Title Bout,Submission,1,4:49,5 Rnd (5-5-5-5-5),John McCarthy,Armbar On Ground,0,0,0.5,0.67,0.82,0.92,1.0,0.0,1,1,0,0,227,52,0.46,0.67,1.0,0,0,0,0.2,0.6,1.0,1.0,0.57,0
Lyoto Machida,Dan Henderson,1,0,Light Heavyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,,0,0,0.5,0.31,0.51,0.55,1.0,0.33,0,0,0,0,5,113,0.47,0.16,0.64,0.56,0.25,0.42,0.46,0.25,0,0.71,1.0,0.5
Sam Sicilia,Maximo Blanco,0,1,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kim Winslow,,0,0,0.26,0.36,0.3,0.48,0.14,0.5,1,1,0,0,131,225,0.21,0.35,0.67,0.19,0.83,0.62,0.2,0.33,0.6,0.64,0.33,0.0
Bristol Marunde,Clint Hester,0,1,Middleweight Bout,KO/TKO,3,3:53,3 Rnd (5-5-5),Steve Mazzagatti,Elbow to Head At Distance,0,2,0.26,0.46,0.31,0.5,0.33,0.0,0,0,0,0,144,118,0.22,0.42,1.0,0.6,1.0,0.7,0.24,0.38,0.44,0.65,0,0.72
Uriah Hall,Kelvin Gastelum,0,1,Ultimate Fighter 17 Middleweight Tournament Title Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,,0,0,0.57,0.42,0.67,0.57,0.66,0.5,0,0,3,0,114,389,0.45,0.14,0.72,1.0,1.0,0.91,0.47,0.35,1.0,0.77,0.89,0.3
Dylan Andrews,Jimmy Quinlan,1,0,Middleweight Bout,KO/TKO,1,3:22,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance,1,0,0.83,0.7,0.82,0.7,0.0,0.25,0,0,0,0,8,167,0.83,0.62,0,1.0,0,0,0.8,0.7,1.0,0,0.8,0
Robert McDaniel,Gilbert Smith,1,0,Middleweight Bout,Submission,3,2:49,3 Rnd (5-5-5),Steve Mazzagatti,Triangle Choke On Ground,0,0,0.65,0.41,0.83,0.53,0.0,0.6,3,1,2,1,377,230,0.6,0.25,0.71,0.75,1.0,1.0,0.53,0.41,0.75,0.4,0.92,0
Luke Barnatt,Collin Hart,1,0,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kim Winslow,,0,0,0.49,0.45,0.5,0.47,0.5,0.16,1,0,0,0,42,213,0.46,0.41,0.68,0.61,0.7,0.55,0.46,0.42,0.74,0.57,0.67,0
Travis Browne,Gabriel Gonzaga,1,0,Heavyweight Bout,KO/TKO,1,1:11,3 Rnd (5-5-5),Chris Tognoni,Elbows to Head In Clinch,1,0,0.9,1.0,0.92,1.0,0.0,0.0,0,0,0,0,0,58,0.88,0,1.0,1.0,1.0,0,0.0,0,1.0,1.0,0,0
Papy Abedi,Besam Yousef,1,0,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Robert Sundel,,0,0,0.66,0.54,0.71,0.77,0.66,0.66,0,0,0,0,337,265,0.45,0.4,0.9,0.95,0.4,0.6,0.48,0.42,0.79,0.59,0.64,0.0
Michael Kuiper,Tom Lawlor,0,1,Middleweight Bout,Submission,2,1:05,3 Rnd (5-5-5),Marko Gyllenland,Guillotine Choke On Ground,0,0,0.48,0.54,0.57,0.62,1.0,0.0,0,1,0,0,130,170,0.52,0.4,0.5,1.0,0.0,0,0.12,0.25,0.67,1.0,0.6,0
Marcus Brimage,Conor McGregor,0,1,Featherweight Bout,KO/TKO,1,1:07,3 Rnd (5-5-5),Robert Sundel,Punches to Head At Distance,0,1,0.29,0.6,0.29,0.61,0.0,0.0,0,0,0,0,0,5,0.21,0.59,1.0,1.0,0.6,0,0.29,0.55,0,0,0,0.83
Josh Samman,Kevin Casey,1,0,Middleweight Bout,KO/TKO,2,2:17,3 Rnd (5-5-5),Herb Dean,Knee to Head In Clinch,1,0,0.58,0.64,0.66,0.84,0.0,0.0,0,2,0,0,137,193,0.39,0.6,0.78,0.71,1.0,0,0.33,0.0,0.64,1.0,0.42,0.69
Urijah Faber,Scott Jorgensen,1,0,Bantamweight Bout,Submission,4,3:16,5 Rnd (5-5-5-5-5),Steve Mazzagatti,Rear Naked Choke,0,0,0.57,0.43,0.59,0.44,0.66,0.16,3,0,0,0,305,129,0.46,0.33,0.89,0.67,1.0,1.0,0.56,0.41,0.83,0.8,0.5,0
Reza Madadi,Michael Johnson,1,0,Lightweight Bout,Submission,3,1:33,3 Rnd (5-5-5),Marko Gyllenland,D'Arce Choke On Ground,0,1,0.74,0.31,0.81,0.32,0.66,0.0,2,0,0,0,367,110,0.75,0.25,0.5,0.6,0,1.0,0.22,0.22,0,0.71,0.86,0.45
Miesha Tate,Cat Zingano,0,1,Women's Bantamweight Bout,KO/TKO,3,2:55,3 Rnd (5-5-5),Kim Winslow,Knees to Head In Clinch,0,0,0.55,0.83,0.68,0.89,0.42,1.0,3,1,0,2,296,353,0.53,0.77,1.0,1.0,0,1.0,0.53,0.73,0.5,0.89,0.62,1.0
Brad Pickett,Mike Easton,1,0,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Leon Roberts,,0,0,0.33,0.46,0.4,0.5,0.57,0.37,0,0,1,0,274,150,0.27,0.37,0.67,0.64,1.0,0.93,0.28,0.42,0.64,0.62,0.0,0.33
Ben Alloway,Ryan LaFlare,0,1,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kristian Hacklou,,0,0,0.32,0.41,0.53,0.5,0.5,0.75,0,1,0,1,88,582,0.3,0.35,0.5,0.57,0.33,0.67,0.32,0.39,0.0,0.41,1.0,0.44
Akira Corassani,Robert Peralta,1,0,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kristian Hacklou,,0,0,0.56,0.47,0.59,0.55,0.33,0.0,0,0,0,0,270,131,0.37,0.3,0.75,0.74,0.84,0.95,0.54,0.29,0.67,0.79,0,1.0
Matt Mitrione,Philip De Fries,1,0,Heavyweight Bout,KO/TKO,1,0:19,3 Rnd (5-5-5),Marc Goddard,Punches to Head On Ground,0,0,0.78,0.0,0.78,0.0,0.0,0.0,0,0,0,0,3,0,0.78,0.0,0,0,0,0,0.33,0.0,0,0,1.0,0
Diego Brandao,Pablo Garza,1,0,Featherweight Bout,Submission,1,3:27,3 Rnd (5-5-5),Marko Gyllenland,Arm Triangle From Side Control,0,0,0.5,0.29,0.67,0.35,0.0,0.5,1,0,0,0,101,0,0.36,0.17,1.0,1.0,0.6,1.0,0.5,0.23,0.0,1.0,0.67,0
Chris Spang,Adlan Amagov,0,1,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,,0,0,0.09,0.38,0.32,0.48,0.0,0.6,0,0,0,0,0,269,0.02,0.23,0.25,0.56,0.33,0.57,0.08,0.34,0.25,0.62,0,0.33
Ryan Couture,Ross Pearson,0,1,Lightweight Bout,KO/TKO,2,3:45,3 Rnd (5-5-5),Leon Roberts,Punches to Head At Distance,0,1,0.38,0.68,0.42,0.77,0.14,1.0,0,0,0,0,188,10,0.18,0.63,0.67,1.0,0.48,0,0.28,0.69,0.61,1.0,0,0.5
Takeya Mizugaki,Bryan Caraway,1,0,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Marc Goddard,,0,0,0.57,0.42,0.7,0.55,0.0,0.16,0,1,0,0,12,346,0.46,0.38,0.95,0.75,1.0,1.0,0.59,0.41,0.5,0.43,0,1.0
Tor Troeng,Adam Cella,1,0,Middleweight Bout,Submission,1,3:11,3 Rnd (5-5-5),Marc Goddard,Rear Naked Choke,0,0,0.55,0.17,0.7,0.29,1.0,0.0,1,0,0,0,141,0,0.62,0.12,0.0,0.0,0.5,0.5,0.29,0.17,0,0,1.0,0
Dong Hyun Kim,Siyar Bahadurzada,1,0,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,0,0,0.4,0.21,0.82,0.56,0.5,0.0,1,0,0,0,674,2,0.31,0.2,1.0,0.0,1.0,0.5,0.5,0.19,0,0,0.37,0.33
Riki Fukuda,Brad Tavares,0,1,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Thomas Fan,,0,0,0.4,0.46,0.41,0.49,1.0,0.0,0,0,0,0,59,0,0.3,0.4,0.69,0.9,0.61,0.71,0.39,0.46,1.0,0.43,0,0
Yushin Okami,Hector Lombard,1,0,Middleweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,,0,0,0.42,0.51,0.54,0.69,0.6,0.0,0,0,0,0,261,230,0.32,0.42,1.0,0.86,0.67,0.75,0.33,0.49,1.0,0.67,0.67,0.5
Mizuto Hirota,Rani Yahya,0,1,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,,0,0,0.29,0.45,0.7,0.86,1.0,0.41,0,1,0,0,189,539,0.23,0.42,1.0,0.67,0,0,0.33,0.23,0.0,1.0,0.0,0.6
Takanori Gomi,Diego Sanchez,0,1,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Marc Goddard,,0,0,0.45,0.45,0.45,0.46,0.0,0.4,0,1,0,0,3,20,0.36,0.29,0.81,0.77,0.44,0.86,0.45,0.45,0,0,0,0
